Turbidity_NTU,Temp_C,TDS_mgL,Hardness_mgL,Conductivity_uS_cm,DO_mgL,Contaminated,Diseases
2372.6103361457454,20.835231371136867,80.92930768360466,80.0,100.0,6,False,[]
2402.5114082794403,24.297020372417123,468.13538136084514,100.0,299.6066440709409,6,False,[]
1804.8664913718335,15.845713267454968,436.3302267753717,100.0,279.2513451362379,6,False,[]
2157.523111804296,12.014457224550437,132.1323353773937,80.0,100.0,6,False,[]
2092.1877022041454,15.535409272176583,393.6185141818358,100.0,251.9158490763749,6,False,[]
1955.475467329511,14.832587935147671,312.11436472350766,93.6343094170523,199.7531934230449,6,False,[]
1883.905757133578,20.603849606481976,486.03426149593736,100.0,311.0619273573999,6,False,[]
2036.3306199825395,20.238250796951878,199.33071657634838,80.0,127.57165860886296,6,False,[]
2460.0367927387633,19.71499797516141,347.1010940082422,100.0,222.14470016527503,6,False,[]
2026.2420524145286,12.211164761722898,50.49714676348092,80.0,100.0,6,False,[]
2163.153435220356,21.47411470785842,210.19872647187486,80.0,134.5271849419999,6,False,[]
2292.1132712266244,16.205895362311388,482.6324773703266,100.0,308.88478551700905,6,False,[]
2054.5407216655058,20.645727857086204,278.7108197360579,83.61324592081736,178.37492463107705,6,False,[]
2480.2474579046725,19.23551957052799,158.1821616007254,80.0,101.23658342446426,6,False,[]
2473.713106459478,16.455502030562794,77.7300623017313,80.0,100.0,6,False,[]
1976.247607077755,13.749491472353402,357.6936032871346,100.0,228.92390610376614,6,False,[]
2148.07395412467,13.227445669586253,329.5309008462689,98.85927025388067,210.89977654161208,6,False,[]
2010.6148168717386,22.809738330458906,199.49058252981183,80.0,127.67397281907958,6,False,[]
1999.3883460642273,23.939168047060253,476.45184889560045,100.0,304.9291832931843,6,False,[]
1825.820863148173,20.447244607935893,30.657350234168153,80.0,100.0,6,False,[]
2226.695033785928,13.344643493186284,165.78744878327637,80.0,106.10396722129688,6,False,[]
2151.875316260203,17.22635381954713,462.1133534237991,100.0,295.75254619123143,6,False,[]
1836.0351258749924,21.476209601367046,174.04901039333137,80.0,111.39136665173208,6,False,[]
1995.052524965628,22.137671492130885,141.0813602504818,80.0,100.0,6,False,[]
2435.7861201766577,13.536842089784152,276.4257967669987,82.9277390300996,176.91250993087917,6,False,[]
1967.6933234668807,12.00039934498997,415.4248399618582,100.0,265.87189757558923,6,False,[]
1901.4264104638562,21.257781596447863,69.51044522161331,80.0,100.0,6,False,[]
2142.6169321942943,16.635750287820674,472.64994062995333,100.0,302.4959620031701,6,False,[]
2489.9553178774204,15.308257311037384,401.6349829669587,100.0,257.0463890988536,6,False,[]
1969.4386900580503,12.167667107263831,107.00012266474494,80.0,100.0,6,False,[]
2270.4948831841148,19.023892287899496,361.7638213751181,100.0,231.5288456800756,6,False,[]
2333.1337307301023,23.064959560537762,204.78018686602744,80.0,131.05931959425757,6,False,[]
1966.3462807946798,24.449211401543643,213.10144547663296,80.0,136.38492510504508,6,False,[]
2309.7514440283016,19.354684357972758,395.97924437065586,100.0,253.42671639721976,6,False,[]
2057.4481929034773,18.687997260618623,482.13670783075145,100.0,308.56749301168094,6,False,[]
2242.6140814155056,13.105733011360135,80.79481896665308,80.0,100.0,6,False,[]
2243.4707975326264,19.135346420053796,221.9025137018333,80.0,142.0176087691733,6,False,[]
2175.042278852331,16.939728026550128,250.8519718804657,80.0,160.54526200349804,6,False,[]
1863.2028390380858,19.8927586514865,200.62967213839886,80.0,128.4029901685753,6,False,[]
2384.7117469124664,17.05344252239511,194.330779383788,80.0,124.37169880562433,6,False,[]
2024.546045480215,15.123888604854768,45.08896042956634,80.0,100.0,6,False,[]
1930.562957279898,13.234548577968894,349.0585378700592,100.0,223.3974642368379,6,False,[]
1828.5425990883348,16.093939779655646,229.38292021762177,80.0,146.80506893927793,6,False,[]
2213.625060231769,13.256382845740779,113.50102526908485,80.0,100.0,6,False,[]
2274.2950532895975,14.29966036071179,411.6960811049928,100.0,263.4854919071954,6,False,[]
1811.6114802494992,24.835370061534096,405.2291591127814,100.0,259.34666183218013,6,False,[]
2158.465140809497,17.773346239786044,253.46798148266902,80.0,162.21950814890818,6,False,[]
1958.5470426385566,18.914332964565215,163.25631735092506,80.0,104.48404310459205,6,False,[]
2251.620953286615,23.3570408735838,326.28450838229713,97.88535251468913,208.82208536467016,6,False,[]
1922.056500303494,24.942395706378942,158.31302517315348,80.0,101.32033611081823,6,False,[]
2283.656416671726,19.575287841480858,133.28380655538177,80.0,100.0,6,False,[]
2070.714742410376,22.562159673574232,370.6470339326368,100.0,237.21410171688757,6,False,[]
2455.7109921157144,16.25023331637678,39.35611506605633,80.0,100.0,6,False,[]
1896.2646609021954,15.974671446814785,65.48886609660511,80.0,100.0,6,False,[]
2038.746445735181,17.23514837292928,23.258323531323093,80.0,100.0,6,False,[]
1879.4314648684124,20.74259441475744,93.41272950820455,80.0,100.0,6,False,[]
2447.2855327949937,20.868491960316284,53.115204181020545,80.0,100.0,6,False,[]
2414.1375473666867,16.09811265044286,497.98513653436095,100.0,318.710487381991,6,False,[]
1980.559139400609,13.731729013776173,158.62878557796301,80.0,101.52242276989634,6,False,[]
2261.9888322239253,20.221151334051612,91.6486460812387,80.0,100.0,6,False,[]
2372.055540140851,13.668236208453939,135.67820383804062,80.0,100.0,6,False,[]
2188.640568119624,19.520402606981293,469.3402743392646,100.0,300.37777557712934,6,False,[]
2170.7554048492048,21.014487664732016,269.6769070517099,80.90307211551297,172.59322051309434,6,False,[]
1969.2966036303162,21.107949453127873,195.1126862277713,80.0,124.87211918577363,6,False,[]
1865.1719374641295,21.795137438574756,439.2278997964253,100.0,281.1058558697122,6,False,[]
2428.051030567329,23.34717248035364,209.5953298635356,80.0,134.1410111126628,6,False,[]
2430.2926400143315,18.49946689554225,180.804113579694,80.0,115.71463269100416,6,False,[]
2243.1710200912876,21.493239463884425,119.49561082387306,80.0,100.0,6,False,[]
2037.3208537340904,20.049245559755878,201.3424754765175,80.0,128.8591843049712,6,False,[]
2044.4467022288627,14.426319217369873,172.0084908881245,80.0,110.08543416839969,6,False,[]
2308.1689752091675,12.333965383302306,345.1059004631077,100.0,220.8677762963889,6,False,[]
2427.977181966804,15.69903801380014,158.999698241949,80.0,101.75980687484737,6,False,[]
2420.9604969855823,17.759438182389054,297.0558782828295,89.11676348484885,190.1157621010109,6,False,[]
2345.912882100337,20.02237727757253,51.628239215346895,80.0,100.0,6,False,[]
2249.4221523080014,23.049471296541668,111.8187952143269,80.0,100.0,6,False,[]
1858.8979754965342,14.551194317180153,215.5545303734474,80.0,137.95489943900634,6,False,[]
1913.1400998662295,13.632147268680203,469.7356418761738,100.0,300.63081080075125,6,False,[]
2428.9879319689553,24.52523931716626,201.0809531435338,80.0,128.69181001186163,6,False,[]
2224.500341761713,13.404579271893292,338.7555781759204,100.0,216.80357003258905,6,False,[]
1806.4379361316408,18.22038391139346,142.4418667622711,80.0,100.0,6,False,[]
1871.0300800062225,19.612328474312925,80.97611646715123,80.0,100.0,6,False,[]
2264.451238375639,19.037867471796698,48.09756803842406,80.0,100.0,6,False,[]
1803.5431086923531,13.118418041428262,166.59847930052064,80.0,106.6230267523332,6,False,[]
1912.565635992249,12.741349882047052,95.67729286251583,80.0,100.0,6,False,[]
2184.1136525566103,13.371284556993464,103.52501504773961,80.0,100.0,6,False,[]
2284.3266383848854,19.612639890343964,385.164468025736,100.0,246.50525953647107,6,False,[]
2256.3728816518205,19.076483539246176,27.602274053539624,80.0,100.0,6,False,[]
1956.988516622392,15.038630296477676,287.7488603530085,86.32465810590256,184.15927062592547,6,False,[]
2298.5254549432752,20.29106384399269,202.1414626848631,80.0,129.37053611831237,6,False,[]
1966.07436124776,22.660877526723443,263.1439999561027,80.0,168.4121599719057,6,False,[]
2027.7797887114875,12.540526478005718,290.1585138630094,87.04755415890281,185.701448872326,6,False,[]
2322.543983582617,18.47568926612455,170.41649333949354,80.0,109.06655573727586,6,False,[]
2254.7430293330503,20.96103535733497,161.65225288845693,80.0,103.45744184861243,6,False,[]
2394.4563873459247,15.280055051905933,372.03288768075475,100.0,238.10104811568306,6,False,[]
2260.3290246102406,16.001021768810936,438.21295429815547,100.0,280.4562907508195,6,False,[]
2197.81602233483,19.97729273886199,112.43918358009338,80.0,100.0,6,False,[]
1865.5723374796648,23.67315881476858,66.8570050568715,80.0,100.0,6,False,[]
2057.4010621416037,22.52901746393769,450.94198706817247,100.0,288.60287172363036,6,False,[]
1985.6416573772078,19.580692848294586,187.94982255075135,80.0,120.28788643248086,6,False,[]
1970.7927503653584,21.49288233084424,284.6323475181508,85.38970425544524,182.16470241161653,6,False,[]
2481.1073883267118,16.742692112701384,192.58070936960166,80.0,123.25165399654507,6,False,[]
2075.168407266732,20.33255186528385,80.38512144610463,80.0,100.0,6,False,[]
2424.4325886239794,18.060360684658242,302.87918957490945,90.86375687247283,193.84268132794205,6,False,[]
2241.797038198084,14.469169773948291,272.06760884942224,81.62028265482667,174.12326966363023,6,False,[]
2356.367912479154,21.122597560404344,117.43690841177467,80.0,100.0,6,False,[]
2151.8459651736343,19.234040285534686,236.89714143309337,80.0,151.61417051717976,6,False,[]
2203.8327192384513,16.66208056539669,402.53480192751,100.0,257.6222732336064,6,False,[]
2144.762385673205,23.8474094710222,303.40452949178786,91.02135884753635,194.17889887474422,6,False,[]
1936.670091458631,12.272143531747533,66.52031699215753,80.0,100.0,6,False,[]
2305.7164806830538,16.105050966243446,283.05031866998485,84.91509560099546,181.15220394879032,6,False,[]
1996.5406537085992,12.739458171109405,357.3143836590017,100.0,228.68120554176107,6,False,[]
1817.0211765020176,21.964855110881153,400.4976347747607,100.0,256.31848625584684,6,False,[]
2251.8306071350175,21.127396903479305,321.97643774444805,96.59293132333441,206.06492015644676,6,False,[]
1923.9774755849342,16.307578843572124,93.27591897957619,80.0,100.0,6,False,[]
2458.32100904704,20.78361772869195,360.8831679632771,100.0,230.96522749649736,6,False,[]
2467.7500039018114,17.147183940547347,345.12408611912787,100.0,220.87941511624183,6,False,[]
2440.405073154314,21.831299288491646,31.724903811503946,80.0,100.0,6,False,[]
2059.111090178811,17.90438761557718,217.63888044331674,80.0,139.2888834837227,6,False,[]
1810.819631570207,17.359636461811654,179.81611854193918,80.0,115.08231586684107,6,False,[]
2449.8229938114077,24.15148890134791,341.31779084174883,100.0,218.44338613871926,6,False,[]
2099.72890382212,15.261428298579103,123.74518990924194,80.0,100.0,6,False,[]
2476.658373330569,13.565815419955351,303.6185230276441,91.08555690829321,194.3158547376922,6,False,[]
2474.533983962477,19.599060472372955,458.3388616708027,100.0,293.33687146931373,6,False,[]
2397.106618827152,24.601183559694327,402.9451386601317,100.0,257.8848887424843,6,False,[]
2006.11422444871,16.911909778453428,462.2997133839346,100.0,295.8718165657182,6,False,[]
2069.5684100213475,12.80647792717416,489.6828641276912,100.0,313.39703304172235,6,False,[]
2395.7956700617997,16.410968475024376,25.121660962958128,80.0,100.0,6,False,[]
2021.8454036093945,18.57711150615426,318.91581266118925,95.67474379835677,204.10612010316112,6,False,[]
1918.6449226802647,14.104999086218779,218.16291092427508,80.0,139.62426299153606,6,False,[]
2189.760883720845,20.555328834734397,432.7301553608584,100.0,276.9472994309494,6,False,[]
2455.308341912547,24.970742057132608,140.87105696438323,80.0,100.0,6,False,[]
2287.220857672481,17.87261318775877,490.89415477523653,100.0,314.1722590561514,6,False,[]
2199.0428190625553,16.611471237492765,314.5798253809987,94.37394761429961,201.3310882438392,6,False,[]
1868.023545639538,17.209154168848066,400.8979530698389,100.0,256.57468996469686,6,False,[]
2230.505058689419,13.496900319137614,61.0877853549288,80.0,100.0,6,False,[]
2493.037695072984,23.482556818540907,108.05978468425522,80.0,100.0,6,False,[]
1898.0588106655669,17.392733521777576,384.0337630564175,100.0,245.78160835610723,6,False,[]
2162.8307566546155,17.034567348522938,30.553530578875332,80.0,100.0,6,False,[]
2414.1611503495687,20.575973548096165,412.10143322901575,100.0,263.7449172665701,6,False,[]
2318.538032427943,17.746434472104607,26.695528972117497,80.0,100.0,6,False,[]
2287.9110186966877,20.427035094502,335.4170427494112,100.0,214.6669073596232,6,False,[]
2291.7388587909763,12.798801771700237,195.2450817112668,80.0,124.95685229521077,6,False,[]
2051.643805853829,22.578403468388956,313.5175293052156,94.05525879156467,200.651218755338,6,False,[]
2005.5142909851454,24.226551387432234,354.09507535477456,100.0,226.62084822705572,6,False,[]
2366.5528088349593,20.433950020072018,184.38810520942602,80.0,118.00838733403265,6,False,[]
2367.0793762754265,24.40935707516454,71.82197509320106,80.0,100.0,6,False,[]
2406.9506230060724,13.968620086809523,53.43001651916751,80.0,100.0,6,False,[]
2439.26838678953,18.206410463244598,302.68929083002297,90.80678724900689,193.7211461312147,6,False,[]
2157.9396792026564,19.823487541290813,269.9145697923735,80.97437093771205,172.74532466711906,6,False,[]
2151.0614062810396,19.562576416475427,376.2564843781436,100.0,240.80415000201194,6,False,[]
2358.8066252767426,17.21900312815756,264.67304480188983,80.0,169.3907486732095,6,False,[]
2254.9747515444355,16.395097321761398,222.77397921482196,80.0,142.57534669748605,6,False,[]
2291.3768140803923,13.648712293155445,211.08184555339082,80.0,135.09238115417014,6,False,[]
2357.0548686052707,17.092651857309615,32.69451324688038,80.0,100.0,6,False,[]
2423.0037392722966,14.114590596371308,181.06745681439543,80.0,115.88317236121307,6,False,[]
2036.596609796075,21.54675379439884,488.4896756117572,100.0,312.63339239152464,6,False,[]
2062.908066847961,14.71480216142967,439.3066765890026,100.0,281.1562730169617,6,False,[]
1865.7873578886083,12.76134896869894,178.1014721764245,80.0,113.98494219291167,6,False,[]
2204.7960986973217,19.180759791624048,302.14179443185867,90.6425383295576,193.37074843638956,6,False,[]
1825.1595916577194,19.73798652535222,426.70243785703707,100.0,273.08956022850373,6,False,[]
2125.918612692722,23.334869796646572,231.81168164003296,80.0,148.3594762496211,6,False,[]
2179.851244295304,19.500760961429865,28.61977460007246,80.0,100.0,6,False,[]
2000.578876489799,16.491251098404796,55.765021672947235,80.0,100.0,6,False,[]
2213.5832823983073,22.439154459842165,264.9885062473792,80.0,169.59264399832267,6,False,[]
1821.3501749573345,19.023625611436472,485.3309003244216,100.0,310.6117762076298,6,False,[]
1826.14373212445,13.030643700205493,352.7405802650565,100.0,225.75397136963616,6,False,[]
2375.820392461761,19.356057284072207,54.03977189051338,80.0,100.0,6,False,[]
2052.133448987884,23.80424109048161,110.89322038009414,80.0,100.0,6,False,[]
1888.9423588563193,17.152064131476866,390.235108744088,100.0,249.75046959621633,6,False,[]
2165.570282038363,15.852235424697401,423.8910847789975,100.0,271.2902942585584,6,False,[]
2338.9954871690275,13.86510294123426,316.4934013705236,94.94802041115707,202.55577687713512,6,False,[]
1951.0747192477902,13.968791785159645,329.32312142231194,98.79693642669358,210.76679771027966,6,False,[]
2236.0233330733004,17.626029296443647,33.60197618402463,80.0,100.0,6,False,[]
1859.7432254956375,19.743837714099882,417.69452459912407,100.0,267.3244957434394,6,False,[]
1836.1772048180253,13.048000267204824,398.3720999219982,100.0,254.95814395007886,6,False,[]
2171.9482420977038,24.214391657327155,144.33686916960664,80.0,100.0,6,False,[]
2178.444585127075,21.816737026787546,360.16482558344336,100.0,230.50548837340375,6,False,[]
2246.2009310487447,19.626110937687614,123.13021108399909,80.0,100.0,6,False,[]
2308.2639336058633,22.76970272220688,39.358477304726236,80.0,100.0,6,False,[]
2483.096455623774,13.042427838557472,116.5455404433811,80.0,100.0,6,False,[]
2161.4102438108366,18.198905410530617,105.74186084206376,80.0,100.0,6,False,[]
2026.0695310588721,20.191210649201622,182.11903843272668,80.0,116.55618459694507,6,False,[]
2356.6303363380925,22.772487779537762,220.8557586442199,80.0,141.34768553230074,6,False,[]
1989.582575883452,22.18510428064048,264.09866791889976,80.0,169.02314746809586,6,False,[]
2107.279994493945,15.601900246274194,248.8418602439975,80.0,159.2587905561584,6,False,[]
1854.919466939586,24.231442204269655,149.9238108633389,80.0,100.0,6,False,[]
1817.7455203908203,13.616495938601314,34.00192091555574,80.0,100.0,6,False,[]
2473.8538902745477,23.37673704207498,310.44877867383235,93.1346336021497,198.6872183512527,6,False,[]
2385.186084358544,24.62222324486004,209.9575183267301,80.0,134.37281172910727,6,False,[]
2287.1819442655888,14.302995801894133,163.36263554602385,80.0,104.55208674945527,6,False,[]
2086.267061089989,21.38685883464921,436.1317005586459,100.0,279.1242883575334,6,False,[]
1921.306024049592,12.52371174411398,378.4367877431167,100.0,242.1995441555947,6,False,[]
1909.5059298697602,17.270496726809014,431.7274632187723,100.0,276.30557646001427,6,False,[]
1975.1700287152166,18.71168288956976,257.59174146198126,80.0,164.858714535668,6,False,[]
2184.4586652942844,19.548387936825243,82.84700102085318,80.0,100.0,6,False,[]
2300.217145890044,24.167184227231274,354.18628933821077,100.0,226.6792251764549,6,False,[]
2262.138163702412,20.73925893482453,118.91541436984411,80.0,100.0,6,False,[]
